Word,Friend,Score
sepsis,sepsis,100
septet,septet,100
sequel,sequel,100
serafin,serafijn,93
serotonina,serotonine,90
serpent,serpent,100
serum,serum,100
service,service,100
serwomotor,servomotor,90
seter,setter,91
setup,set-up,91
sexy,sexy,100
sferometr,sferometer,95
sforzando,sforzando,100
sfumato,sfumato,100
shake,shake,100
shaker,shaker,100
shareware,shareware,100
shell,shell,100
sherry,sherry,100
shiatsu,shiatsu,100
shift,shift,100
shiitake,shiitake,100
shimmy,shimmy,100
shirt,shirt,100
shitake,shiitake,93
shoarma,shoarma,100
shocking,shocking,100
shogi,shogi,100
shogun,shogun,100
shop,shop,100
shopping,shopping,100
short,short,100
show,show,100
showman,showman,100
shows,shows,100
shoyu,shoyu,100
shui,shui,100
shuttle,shuttle,100
siamang,siamang,100
sierra,siërra,91
sigillata,sigillata,100
sigma,sigma,100
signum,signum,100
sikh,sikh,100
silicium,silicium,100
simplex,simplex,100
sine,sine,100
singel,singel,100
singer,singer,100
singularia,singularia,100
singularis,singularis,100
sinolog,sinoloog,93
sinus,sinus,100
sirocc,sirocco,92
sirocco,sirocco,100
sirtaki,sirtaki,100
sisal,sisal,100
sistrum,sistrum,100
sitar,sitar,100
sitcom,sitcom,100
situ,situ,100
skald,skald,100
skate,skate,100
skateboard,skateboard,100
skatepark,skatepark,100
skater,skater,100
skating,skating,100
skeet,skeet,100
skiff,skiff,100
skin,skin,100
skinhead,skinhead,100
skipper,skipper,100
skir,skiër,100
skunks,skunks,100
slab,slab,100
slalom,slalom,100
slams,slams,100
slang,slang,100
slapstick,slapstick,100
slash,slash,100
slashe,slashes,92
sleep,sleep,100
slide,slibde,91
slim,slim,100
slip,slip,100
sliping,slijping,93
slogan,slogan,100
slot,slot,100
slow,slow,100
slump,slump,100
slums,slums,100
smak,smak,100
small,small,100
smart,smart,100
smartphone,smartphone,100
smartphonie,smartphones,91
smiley,smiley,100
smileys,smileys,100
smog,smog,100
smok,smok,100
smoking,smoking,100
smolt,smolt,100
smurf,smurf,100
snack,snack,100
snob,snob,100
snooker,snooker,100
snowboard,snowboard,100
snowboarder,snowboarder,100
soap,soap,100
social,sociaal,92
socjodrama,sociodrama,90
soda,soda,100
sodoku,sodoku,100
sodomie,sodomie,100
sofa,sofa,100
sofisteria,sofisterij,90
soft,soft,100
software,software,100
soja,soja,100
solarium,solarium,100
soldateska,soldateska,100
solid,solide,91
solo,solo,100
somatologia,somatologie,91
sombrero,sombrero,100
sommelier,sommelier,100
sonant,sonant,100
sonante,sonanten,93
sonar,sonar,100
sonet,sonnet,91
song,song,100
sonore,sonore,100
sopel,soepel,91
sopran,sopraan,92
sorbet,sorbet,100
sorbit,sorbiet,92
sorbitol,sorbitol,100
sordino,sordino,100
sorry,sorry,100
sorter,sorteer,92
sortie,sortie,100
sostenuto,sostenuto,100
sotto,sotto,100
soul,soul,100
sound,sound,100
soundtrack,soundtrack,100
souplesse,souplesse,100
sous,sous,100
souvenir,souvenir,100
souvlaki,souvlaki,100
spaghetti,spaghetti,100
spam,spam,100
spamer,spammer,92
spaniel,spaniël,92
sparing,sparing,100
sparring,sparring,100
spartan,spartaan,93
speaker,speaker,100
specifica,specifica,100
spectrum,spectrum,100
speech,speech,100
speeche,speechen,93
speed,speed,100
speedway,speedway,100
spektakl,spektakel,94
spektrogram,spectrogram,91
speleolog,speleoloog,95
speleologia,speleologie,91
spencer,spencer,100
sperma,sperma,100
spermacet,spermaceet,95
spermatozoa,spermatozoa,100
spiccato,spiccato,100
spiek,spiek,100
spiker,spieker,92
spin,spin,100
spinaker,spinaker,100
spinel,spinel,100
spining,spinning,93
spinner,spinner,100
spinning,spinning,100
spiran,spirant,92
spirant,spirant,100
spirea,spirea,100
spirituals,spirituals,100
spiritus,spiritus,100
spirochet,spirocheet,95
spirochetu,spirocheet,90
spirometr,spirometer,95
spite,spitje,91
spleen,spleen,100
splin,splint,91
splis,splits,91
split,split,100
spode,sponde,91
spoiler,spoiler,100
sponsor,sponsor,100
sponsoring,sponsoring,100
spontan,spontaan,93
sponte,sponste,92
sporangium,sporangium,100
sport,sport,100
spot,spot,100
spotlight,spotlight,100
spray,spray,100
spring,spring,100
sprint,sprint,100
sprinter,sprinter,100
sprinterka,sprintwerk,90
spryt,sprayt,91
spurt,spurt,100
spyware,spyware,100
spór,sprak,90
squash,squash,100
squashe,squashen,93
squaw,squaw,100
staccato,staccato,100
stadion,stadion,100
stadium,stadium,100
staf,staf,100
stafilokok,stafylokok,90
stafylokok,stafylokok,100
staje,stadje,91
stal,stal,100
stalagmit,stalagmiet,95
stall,stalle,91
stalle,stalle,100
stand,stand,100
standard,standaard,94
standing,standing,100
staniol,staniol,100
stanza,stanza,100
stapel,stapel,100
star,star,100
stare,staren,91
stars,stars,100
start,start,100
starte,starten,92
starter,starter,100
state,state,100
stater,stater,100
statu,statu,100
status,status,100
statut,statuut,92
steak,steak,100
stealth,stealth,100
stefanotis,stefanotis,100
stek,stek,100
stemma,stemma,100
stempel,stempel,100
sten,sten,100
stenograf,stenograaf,95
stenografia,stenografie,91
stenogram,stenogram,100
stenotyp,stenotyp,100
stenotypia,stenotypie,90
stent,steent,91
stentor,stentor,100
step,step,100
ster,ster,100
stereo,stereo,100
stereofonia,stereofonie,91
stereotyp,stereotype,95
stereotyper,stereotypen,91
stereotypia,stereotypie,91
sterling,sterling,100
sterol,stermol,92
steward,steward,100
stewardesa,stewardess,90
sticher,stichter,93
sticker,sticker,100
stigma,stigma,100
stil,stil,100
stilon,stilton,92
stilton,stilton,100
stimulans,stimulans,100
stimulus,stimulus,100
stok,stok,100
stoker,stoker,100
stola,stola,100
stole,stolde,91
stom,stom,100
stoma,stoma,100
stomp,stomp,100
stop,stop,100
stopa,stoepa,91
stoper,stomper,92
stoping,stopping,93
stora,storax,91
storno,storno,100
storting,storting,100
story,story,100
storyboard,storyboard,100
stout,stout,100
stras,stras,100
strateg,strateeg,93
stratosfera,stratosfeer,91
stratus,stratus,100
streamer,streamers,94
streber,streber,100
streptokok,streptokok,100
stres,stres,100
stress,stress,100
stretch,stretch,100
stretche,stretchen,94
strip,strip,100
striptease,striptease,100
strit,strikt,91
strok,stronk,91
stroma,stroman,92
stront,stront,100
strop,strop,100
struma,struma,100
strychnina,strychnine,90
student,student,100
studies,studies,100
studio,studio,100
studium,studium,100
stuff,stuff,100
stuk,stuk,100
stukas,stuklas,92
styling,styling,100
stylo,stylo,100
stymulator,stimulator,90
stypendium,stipendium,90
styren,styreen,92
subaltern,subaltern,100
sublimat,sublimaat,94
subspecies,subsecties,90
substrat,substraat,94
subwoofer,subwoofer,100
sudoku,sudoku,100
suite,suite,100
sulfamid,sulfamide,94
sulfid,sulfide,92
sulky,sulky,100
sumak,sumak,100
summa,summa,100
summarum,summarium,94
summum,summum,100
sumo,sumo,100
super,super,100
superas,superras,93
supercargo,supercargo,100
superego,superego,100
superhit,superhit,100
superior,superior,100
supermacho,supermacht,90
superman,superman,100
supermen,supermens,94
supermodel,supermodel,100
supernova,supernova,100
superstar,superstar,100
superstrat,superstaat,90
supertalent,supertalent,100
supervisor,supervisor,100
suplement,supplement,95
suport,support,92
support,support,100
surf,surf,100
surfer,surfer,100
surprise,surprise,100
surround,surround,100
survival,survival,100
sushi,sushi,100
suspens,suspense,93
suzeren,suzerein,93
swap,swap,100
sweter,sweater,92
swing,swing,100
syfilis,syfilis,100
sylabus,syllabus,93
sylen,sylfen,91
syllabus,syllabus,100
symbol,symbool,92
symptom,symptoom,93
synchron,synchrone,94
synchronia,synchronie,90
synchrotron,synchrotron,100
syndrom,syndroom,93
synod,synode,91
synonim,synoniem,93
synopsis,synopsis,100
syntagma,syntagma,100
system,systeem,92
taak,taak,100
tabasco,tabasco,100
tabes,taboes,91
tabla,tabla,100
tableau,tableau,100
tablet,tablet,100
tabloid,tabloid,100
taboret,taboeret,93
tabula,tabula,100
tabulator,tabulator,100
tabulatura,tabulatuur,90
tacheometr,tachometer,90
tachograf,tachograaf,95
tachometr,tachometer,95
tachygrafia,tachygrafie,91
tachymetr,tachymeter,95
tachymetria,tachymetrie,91
taco,taco,100
taekwondo,taekwondo,100
tafia,tafia,100
tagliatelle,tagliatelle,100
taks,taks,100
takt,takt,100
talent,talent,100
talion,taliën,91
talk,talk,100
talon,talon,100
talrep,talreep,92
tamagotchi,tamagotchi,100
tambor,tamboer,92
tambur,tambour,92
tampon,tampon,100
tandem,tandem,100
tanga,tanga,100
tangens,tangens,100
tangent,tangent,100
tango,tango,100
tangram,tangram,100
tank,tank,100
tantra,tantra,100
tantum,tantum,100
tapas,tapas,100
taper,tapper,91
tapet,tapet,100
tapir,tapir,100
taran,tarpan,91
tarantela,tarantella,95
tarantella,tarantella,100
tarantula,tarantula,100
target,target,100
tarlatan,tarlatan,100
tarok,tarok,100
tarot,tarot,100
tarpan,tarpan,100
tarta,tartan,91
tartan,tartan,100
taser,taster,91
taster,taster,100
tatami,tatami,100
tatra,tantra,91
tautologia,tautologie,90
taxi,taxi,100
teak,teak,100
team,team,100
techn,techno,91
technet,techneut,93
technicolor,technicolor,100
technics,technicus,94
technik,techniek,93
technikolor,technicolor,91
techno,techno,100
technofobia,technofobie,91
technolog,technoloog,95
technologia,technologie,91
technology,technoloog,90
teenager,teenager,100
tefilin,tefilin,100
teflon,teflon,100
teges,tegels,91
tekst,tekst,100
tektonik,tektoniek,94
telefax,telefax,100
telefilm,telefilm,100
telefon,telefoon,93
telefonista,telefoniste,91
telefoto,telefoto,100
telegra,telegram,93
telegraf,telegraaf,94
telegrafia,telegrafie,90
telegram,telegram,100
telemetr,telemeter,94
telemetria,telemetrie,90
teleologia,teleologie,90
teleonomia,teleonomie,90
telesystem,telsysteem,90
telet,telext,91
teletekst,teletekst,100
telex,telex,100
tellurium,tellurium,100
tempera,tempera,100
temperament,temperament,100
temperatura,temperatuur,91
tempo,tempo,100
tempora,tempora,100
temporalny,temporaliën,90
tempore,tempore,100
tempra,tempera,92
temps,tempus,91
tempura,tempura,100
tempus,tempus,100
tender,tender,100
tenere,tengere,92
tenge,tengel,91
tenis,tennis,91
tenit,teniet,91
tennis,tennis,100
tenor,tenor,100
tent,tent,100
tenue,tenue,100
tenues,tenues,100
tequila,tequila,100
tera,tera,100
teratologia,teratologie,91
terazzo,terrazzo,93
tere,tere,100
teren,teren,100
term,term,100
termin,termijn,92
terminal,terminal,100
terminus,terminus,100
termit,termiet,92
terms,terms,100
ternar,ternair,92
terpen,terpen,100
terra,terra,100
terrarium,terrarium,100
terrazzo,terrazzo,100
terrible,terrible,100
terrier,terriër,92
terrine,terrine,100
tertio,tertio,100
tesla,tesla,100
test,test,100
testament,testament,100
tester,tester,100
testimonium,testimonium,100
testosteron,testosteron,100
tetanus,tetanus,100
tetra,tetra,100
tetralogia,tetralogie,90
tetrarchia,tetrarchie,90
thalidomid,thalidomide,95
thema,thema,100
theremin,theremin,100
thesaurus,thesaurus,100
thinking,thinking,100
thriller,thriller,100
tiara,tiara,100
tien,tien,100
tifosi,tifosi,100
tilapia,tilapia,100
tilbury,tilbury,100
tillit,tillift,92
timbr,timbre,91
timbre,timbre,100
time,time,100
timer,timer,100
timing,timing,100
tingel,tingel,100
tipes,tipjes,91
tipi,tipi,100
tips,tips,100
tiramisu,tiramisu,100
toast,toast,100
tobogan,tobogan,100
tobola,tombola,92
toccata,toccata,100
toeloop,toeloop,100
toga,toga,100
toilette,toilette,100
token,token,100
toluen,tolueen,92
tomahawk,tomahawk,100
tomat,toemat,91
tombak,tombak,100
tombol,tombola,92
tombola,tombola,100
tomografia,tomografie,90
toner,toner,100
tontine,tontine,100
tonus,tonus,100
topenant,toppenant,94
topes,topjes,91
toples,topless,92
topless,topless,100
topograf,topograaf,94
topografia,topografie,90
topolog,topoloog,93
toponim,toponiem,93
topos,topos,100
topspin,topspin,100
toreador,toreador,100
torero,torero,100
tornado,tornado,100
toros,toros,100
torpedo,torpedo,100
tors,tors,100
tortilla,tortilla,100
torus,torus,100
tost,tost,100
tosta,toesta,91
toster,toaster,92
totalizator,totalisator,91
totem,totem,100
toto,toto,100
touche,touche,100
touchpad,touchpad,100
tour,tour,100
tournedos,tournedos,100
tours,tours,100
tout,tout,100
tower,touwer,91
trach,tracht,91
trachea,trachea,100
trachit,trachiet,93
track,track,100
trade,traden,91
trafik,trafiek,92
trafikant,trafikant,100
trafo,trafo,100
tragik,tragiek,92
trailer,trailer,100
traktament,traktement,90
traktat,traktaat,93
tralala,tralala,100
tram,tram,100
trama,trauma,91
tramontana,tramontane,90
tramp,tramp,100
trampolina,trampoline,90
trance,trance,100
trans,trans,100
transept,transept,100
transfer,transfer,100
transit,transit,100
translatem,translatie,90
transparent,transparant,91
transponder,transponder,100
transport,transport,100
transporter,transporten,91
trap,trap,100
trapa,trapas,91
traper,trapper,92
trapez,trapeze,92
tras,tras,100
trasant,trassant,93
trash,trash,100
trauma,trauma,100
trawers,trawlers,93
trawler,trawler,100
tref,tref,100
trek,trek,100
treking,trekking,93
trekking,trekking,100
trema,trema,100
tremo,tremor,91
tremol,tremolo,92
tremolo,tremolo,100
tremor,tremor,100
trend,trend,100
trendseter,trendsetter,95
trendsetter,trendsetter,100
trendy,trendy,100
trepan,trepaan,92
tres,tres,100
trezor,trezoor,92
trial,trial,100
triangel,triangel,100
trias,trias,100
triatlon,triatlon,100
tribus,tribus,100
tribute,tributen,93
trick,tricky,91
tricolor,tricolor,100
triduum,triduüm,92
triennale,triënnale,94
trier,trieer,91
trifolium,trifolium,100
trifora,triforia,93
triforium,triforium,100
trimaran,trimaran,100
trio,trio,100
triolet,triolet,100
trip,trip,100
triple,triplet,92
triplet,triplet,100
triplo,triplo,100
triste,triste,100
triumfator,triomfator,90
trivium,trivium,100
trochus,trocheus,93
troje,trosje,91
trojka,trojka,100
trok,trok,100
trombon,trombone,93
tropopauza,tropopauze,90
troposfera,troposfeer,90
trotyl,trotyl,100
truck,truck,100
trucker,trucker,100
trust,trust,100
truwer,trouwer,92
tryptofan,tryptofaan,95
trójka,trojka,91
tsuba,tsuba,100
tsunami,tsunami,100
tuba,tuba,100
tumor,tumor,100
tumult,tumult,100
tumulus,tumulus,100
tunel,tunnel,91
tuner,tuner,100
tuning,tuning,100
turban,turban,100
turbo,turbo,100
turbodiesel,turbodiesel,100
turf,turf,100
turkolog,turkoloog,94
turkologia,turkologie,90
tussor,tussor,100
tutti,tutti,100
tutu,tutu,100
tweed,tweed,100
twist,twist,100
twister,twister,100
tyfon,tyfoon,91
tyfus,tyfus,100
typer,typeer,91
typograf,typograaf,94
typografi,typografie,95
typografia,typografie,90
tzatziki,tzatziki,100
ufolog,ufologe,92
ukelele,ukelele,100
ulster,ulster,100
ultimatum,ultimatum,100
ultimo,ultimo,100
ultra,ultra,100
ultrafiolet,ultraviolet,91
umlaut,umlaut,100
underground,underground,100
unicum,unicum,100
uniform,uniform,100
uniseks,uniseks,100
unison,unisono,92
unisono,unisono,100
unit,unit,100
uniwersalia,universalia,91
unplugged,unplugged,100
update,update,100
upgrade,upgrade,100
upper,upper,100
uranium,uranium,100
uranografia,uranografie,91
urbi,urbi,100
urolog,uroloog,92
vacat,vacant,91
vacuum,vacuüm,91
vademecum,vademecum,100
vagina,vagina,100
vale,vale,100
valium,valium,100
varia,varia,100
vedetta,vendetta,93
veld,veld,100
velum,velum,100
vendetta,vendetta,100
vent,vent,100
venture,venture,100
verba,verba,100
verbo,verbod,91
verbum,verbum,100
verde,veerde,91
vers,vers,100
versa,versa,100
verse,verse,100
verso,verso,100
versus,versus,100
vertas,vertas,100
verte,verte,100
vertical,verticaal,94
verum,verbum,91
veto,veto,100
viagra,viagra,100
vibrato,vibrato,100
vice,vice,100
vide,vide,100
video,video,100
videoclip,videoclip,100
vieux,vieux,100
view,view,100
vigilantes,vigilantes,100
villanella,villanelle,90
ville,villen,91
vinaigrette,vinaigrette,100
vintage,vintage,100
viola,viola,100
viole,violen,91
virgo,virgo,100
virtual,virtual,100
visa,visa,100
vision,visioen,92
visite,visite,100
vista,vista,100
vitae,vitae,100
vital,vitaal,91
vitalis,vitalist,93
vivace,vivace,100
vivant,vivant,100
vivarium,vivarium,100
vivat,vivat,100
vive,vive,100
vivo,vivo,100
vivre,vivre,100
voce,voce,100
volens,volens,100
volley,volley,100
volt,volt,100
volta,volta,100
volte,volte,100
volumen,volumen,100
voodoo,voodoo,100
voto,voto,100
votum,votum,100
voucher,voucher,100
vous,vous,100
voyeur,voyeur,100
vulgo,vulgo,100
vulgus,vulgus,100
vult,vult,100
wadi,wadi,100
wafel,wafel,100
wagon,wagon,100
wakan,waskan,91
wakeboard,wakeboard,100
walk,walk,100
walkman,walkman,100
warana,waranda,92
warna,waarna,91
warrant,warrant,100
wars,wars,100
wart,wart,100
warte,warmte,91
wasabi,wasabi,100
wasi,wasi,100
wasza,waszak,91
waterlinia,waterlinie,90
waterpas,waterpas,100
waterpolo,waterpolo,100
waterproof,waterproof,100
watt,watt,100
wattmetr,wattmeter,94
wawel,wauwel,91
webdesigner,webdesigner,100
webmail,webmail,100
webmaster,webmaster,100
weck,weck,100
wedgwood,wedgwood,100
weekend,weekend,100
welfare,welfare,100
weliger,weliger,100
welington,wellington,95
wellington,wellington,100
wellingtony,wellingtons,91
werk,werk,100
wermacht,weermacht,94
werp,werp,100
werset,werkset,92
wessi,wessi,100
western,western,100
weter,weter,100
wherry,wherry,100
whirlpool,whirlpool,100
whiskey,whiskey,100
whisky,whisky,100
white,white,100
widlak,windlak,92
wiek,wiek,100
wiele,wielde,91
wigwam,wigwam,100
wiking,wijking,92
wikt,wikt,100
wimpel,wimpel,100
winchester,winchester,100
winczester,winchester,90
winda,windas,91
windsurfer,windsurfer,100
windsurfing,windsurfing,100
winne,winnen,91
wint,wint,100
wishful,wishful,100
wist,wist,100
witka,witkar,91
witwa,witwas,91
witz,witz,100
witze,witzen,91
wolak,wolzak,91
wolfram,wolfram,100
wolframit,wolframiet,95
wombat,wombat,100
workaholic,workaholic,100
workaholica,workaholics,91
workaholicu,workaholics,91
workaholicy,workaholics,91
workshop,workshop,100
workstation,workstation,100
world,world,100
worm,worm,100
wozak,wolzak,91
wrak,wrak,100
writer,writer,100
xeres,xeres,100
yang,yang,100
yard,yard,100
yeti,yeti,100
yoni,yoni,100
ypsilon,ypsilon,100
yucca,yucca,100
yuppi,yuppie,91
yuppie,yuppie,100
yuppies,yuppies,100
zabaglione,zabaglione,100
zabaione,zabaione,100
zandr,zander,91
zanik,zanik,100
zapper,zapper,100
zarzuela,zarzuela,100
zebra,zebra,100
zefir,zefier,91
zenit,zenit,100
zeolit,zeoliet,92
zeppelin,zeppelin,100
zero,zero,100
zicher,zichter,92
ziele,ziele,100
zieli,zielig,91
ziet,ziet,100
zodiak,zodiak,100
zombi,zombie,91
zombie,zombie,100
zombies,zombies,100
zona,zona,100
zonda,zondag,91
zonk,zonk,100
zool,zool,100
zoom,zoom,100
zooplankton,zoöplankton,95
zwarte,zwarte,100
zwinglianin,zwinglianen,91
zwite,zwikte,91
abazja,abaja,91
absces,abces,91
abrupto,abrupt,92
absentes,absente,93
abstracto,abstract,94
adcult,adult,91
aeronauta,aeronaut,94
afrikaans,afrikaan,94
afront,afrot,91
aliant,alant,91
alarmista,alarmist,94
albinos,albino,92
alchemista,alchemist,95
alkalia,alkali,92
aloes,aloë,90
alpinista,alpinist,94
amalgamat,amalgama,94
ambaras,ambras,92
aminek,amine,91
amorfa,amorf,91
amoureuse,amoureus,94
ampula,ampul,91
analfabeta,analfabete,90
anarchista,anarchist,95
angino,angio,91
anglista,anglist,93
ankier,anker,91
ankeryt,ankert,92
antagonista,antagonist,95
antena,anten,91
aparat,apart,91
aperto,apert,91
apostilb,apostil,93
appeal,appel,91
applause,applaus,93
aprilis,aprils,92
arabeska,arabesk,93
arabista,arabist,93
arenda,arend,91
aromat,aroma,91
asport,aspot,91
astragal,astraal,93
astronauta,astronaut,95
atomista,atomist,93
attacca,attaca,92
autonomista,autonomist,95
autopompa,autopomp,94
autorament,autoramen,95
autostrada,autostrade,90
avancer,avance,92
awaria,awara,91
awaria,awari,91
bazalt,baalt,91
bażant,baant,91
balast,baast,91
bagatela,bagatel,93
bakier,baker,91
baleno,balen,91
ballada,ballad,92
banderola,banderol,94
bandos,bands,91
banging,bangig,92
bankier,banier,92
bankiet,banket,92
barbierz,barbier,93
barbet,baret,91
barbiton,bariton,93
barrel,barre,91
barrel,barré,90
basketball,basketbal,95
bajzel,bazel,91
balas,baäl,90
berest,beest,91
begina,begin,91
bekhend,bekend,92
beksom,bekom,91
bezlik,belik,91
bernard,benard,92
benzen,benen,91
bentos,bents,91
benzol,benzoë,91
berberys,berbers,93
berecik,bereik,92
bergamota,bergamot,94
bermudka,bermuda,93
berest,berst,91
beksom,besom,91
bestia,besta,91
bestseller,besteller,95
bestseller,bestellers,90
biblista,biblist,93
bitels,biels,91
bigamista,bigamist,94
bielan,bilan,91
bitych,bitch,91
bitmapa,bitmap,92
bladziej,bladzij,93
blakier,blaker,92
blankiet,blanket,93
blason,blasé,90
blekot,blekt,91
blender,blende,92
bobsleje,bobslee,93
boogie,bogie,91
boksyt,bokst,91
boulle,bolle,91
botoks,books,91
booster,booste,92
boston,boson,91
boysband,boyband,93
bramstenga,bramsteng,95
branding,brandig,93
breakdansie,breakdanste,91
breviter,brevier,93
brodek,brode,91
brodek,broek,91
broker,broer,91
brokat,brokt,91
bronks,brons,91
brzost,brost,91
browser,browse,92
bronzer,brozer,92
brutto,bruto,91
buckskin,bukskin,93
bullterrier,bulterriër,90
bureta,buret,91
burleska,burlesk,93
buster,buste,91
camero,cameo,91
campos,camps,91
cappella,capella,93
carcinogen,carcinomen,90
cavaliere,cavalier,94
centralne,centrale,94
centralista,centralist,95
centurion,centurio,94
centurion,centuriën,94
ceremoniant,ceremoniën,90
chappe,chape,91
charyta,charta,92
chiasmie,chiasme,93
chinol,chiën,90
citta,cité,90
cladus,claus,91
clinch,cliché,91
collie,colli,91
compactem,compacte,94
concerti,concert,93
conditione,condition,95
continuo,continu,93
contra,conté,90
conventa,convent,93
coronat,corona,92
courtage,courage,93
crimen,crime,91
cumulus,cumuls,92
cyclocross,cyclecross,90
cyclocross,cyclocros,95
cyclocross,cyclocrost,90
cynicki,cynici,92
cysters,cystes,92
dalasi,dalai,91
damara,damar,91
damesa,dames,91
dansie,dansi,91
darwinista,darwinist,95
debata,debat,91
debiutant,debitant,94
debiutant,debutant,94
decathlon,decatlon,94
desint,deint,91
dealer,deler,91
delicta,delict,92
dealing,deling,92
delirante,delirant,94
dementi,dement,92
dendera,dender,92
dezodorant,deodorant,95
descriptio,descriptor,90
directe,direct,92
dogmat,dogma,91
dolmen,dolen,91
dogling,doling,92
dolmen,domen,91
dopite,dopte,91
double,doublé,91
drapak,draak,91
dramat,dramt,91
dranka,drank,91
drifting,driftig,93
drogista,drogist,93
dromos,droos,91
dualista,dualist,93
duende,dunde,91
dynasta,dynast,92
ebenista,ebenist,93
echolot,echoot,92
eclipse,eclips,92
ekstern,ekster,92
elektron,elektro,93
emblemat,emblema,93
ememes,emmes,91
entremes,entrees,93
etnografia,etnografie,90
etymologia,etymologie,90
euromarket,euromarkt,95
excellence,excellente,90
facies,facie,91
facies,faciës,91
factory,factor,92
falangista,falangist,95
falern,falen,91
fantasta,fantast,93
faraon,farao,91
farmaceuta,farmaceut,95
fasces,fases,91
fatalista,fatalist,94
fecesy,feces,91
federalista,federalist,95
fellem,felle,91
feminista,feminist,94
fermer,ferme,91
ferryt,ferry,91
fiscus,ficus,91
fiksat,fikst,91
filatelista,filatelist,95
finalista,finalist,94
fitness,fitnes,92
flagrante,flagrant,94
flanela,flanel,92
flatter,flater,92
fletus,flets,91
fleurs,fleur,91
flower,floer,91
fontes,fonts,91
fortel,forel,91
formalista,formalist,95
forsing,forsig,92
fortissimo,fortissimi,90
fotogaleria,fotogalerij,91
fotomapa,fotomap,93
fotometeor,fotometer,95
freelancer,freelance,95
freelancer,freelancen,90
freelancer,freelancet,90
fregata,fregat,92
furier,furie,91
garden,gaden,91
galena,galen,91
gameta,gamet,91
ganglion,gangliën,93
garden,garen,91
gaullista,gaullist,94
gazeta,gazet,91
gepard,geard,91
geofit,gefit,91
gerlach,gelach,92
gemendo,gemend,92
genever,geneer,92
gender,gener,91
generał,genera,92
gerent,geren,91
germanista,germanist,95
geront,gerot,91
gestagen,gestage,93
gentil,geënt,90
gimbus,gibus,91
gimlet,gilet,91
glacis,glacé,90
glacis,glacés,91
globalista,globalist,95
glossem,glosse,92
grasant,graant,92
granat,graat,91
grandis,grands,92
granitol,granito,93
gremiał,gremia,92
greting,gretig,92
groove,grove,91
gymkhana,gymkana,93
hapaks,haaks,91
hazard,haard,91
habitus,habitué,92
halerz,haler,91
halogenek,halogene,94
hammam,hamam,91
handball,handbal,93
hapten,hapte,91
harnasz,harnas,92
hapten,haten,91
hazena,hazen,91
headhunter,headhunten,90
headhunter,headhuntte,90
hedonista,hedonist,94
heinkel,heikel,92
helisa,heisa,91
heksen,heken,91
healer,heler,91
hellenista,hellenist,95
heksen,hesen,91
hester,heser,91
hester,heter,91
hiberna,hierna,92
hippie,hippe,91
hipster,hipste,92
hispanista,hispanist,95
historyk,history,93
holend,holen,91
homozygota,homozygote,90
hostel,hoste,91
hostessa,hostess,93
hosting,hostiën,92
humaine,humane,92
humanista,humanist,94
hurkot,hurkt,91
idealista,idealist,94
idiota,idiot,91
impedimenta,impediment,95
imperial,imperia,93
inbred,inbed,91
inclusive,inclusie,94
indeks,indek,91
indult,indut,91
inwerter,inerter,93
innocente,innocent,94
insider,inside,92
insula,insla,91
insulit,insult,92
intacta,intact,92
intermezzo,intermezzi,90
interna,intern,92
internauta,internaut,95
internet,interne,93
internista,internist,95
interruptus,interrupts,95
intrada,intrad,92
inność,inéén,90
islamista,islamist,94
ismena,ismen,91
jachting,jachtig,93
jalapa,jalap,91
jansenista,jansenist,95
jatren,jaren,91
jaszmak,jaszak,92
jonasz,jonas,91
judasz,judas,91
junkier,junkie,92
kalait,kaait,91
kabasa,kabas,91
kalebasa,kalebas,93
kalendy,kalend,92
kalota,kalot,91
kameleon,kamelen,93
kamena,kamen,91
kantor,kanoër,91
kantele,kantel,92
kantorek,kantore,93
kapela,kapel,91
kamping,kaping,92
kapitalista,kapitalist,95
karafa,karaf,91
kareta,karet,91
karnet,karnt,91
kairos,karos,91
karota,karot,91
karoten,karten,92
kasjer,kasje,91
kastet,kaste,91
katapulta,katapult,94
karter,kater,91
kaszak,kazak,91
kazemata,kazemat,93
kaizen,kazen,91
kajzer,kazer,91
kelpie,kepie,91
kerning,kering,92
kerosen,kersen,92
kickbokser,kickboksen,90
kickbokser,kickbokste,90
kierdel,kierde,92
kierat,kiert,91
killer,kille,91
kilotona,kiloton,93
klanik,klank,91
klaster,klater,92
klinek,kliek,91
kliper,klier,91
klimat,klimt,91
klinga,kling,91
klinek,klink,91
klinkier,klinker,93
klister,kliste,92
klocek,kloek,91
klozet,kloet,91
klonek,klonk,91
knajak,knaak,91
korekt,koekt,91
komers,koers,91
kokiet,koket,91
kolokwinta,kolokwint,95
koglom,kolom,91
kolonista,kolonist,94
komenda,komend,92
kominek,komiek,92
kontent,konten,92
koperta,kopert,92
kompie,kopie,91
kornisz,kornis,92
korpus,korps,91
kosmonauta,kosmonaut,95
kostera,koster,92
krajak,kraak,91
krajan,kraan,91
kranik,krank,91
krokiet,kroket,92
kroton,kroon,91
kruchy,kruch,91
kruchta,krucht,92
krupier,kruier,92
kubista,kubist,92
kuchta,kucht,91
kurier,kuier,91
kundel,kunde,91
kunszt,kunst,91
kupren,kuren,91
kwakier,kwaker,92
kwarta,kwart,91
kwitek,kwiek,91
kwinta,kwint,91
ladies,lades,91
lagena,lagen,91
